"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"48894099999","2016-01-01","10.65","106.7166666","3.6","NHA BE, VM","  82.1"," 8","  70.9"," 8","1015.2"," 8","014.8"," 8"," 12.4"," 8","  1.4"," 7","  3.9","999.9","  87.8","*","  71.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-02","10.65","106.7166666","3.6","NHA BE, VM","  81.4"," 8","  72.7"," 8","1014.6"," 8","014.2"," 8"," 12.4"," 8","  0.8"," 7","  1.9","999.9","  89.1","*","  71.6"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-03","10.65","106.7166666","3.6","NHA BE, VM","  82.3"," 8","  75.1"," 8","1014.3"," 8","013.9"," 8"," 12.4"," 8","  2.5"," 7","  5.8","999.9","  90.3","*","  75.2"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-04","10.65","106.7166666","3.6","NHA BE, VM","  80.8"," 8","  74.0"," 7","1014.4"," 8","014.0"," 8"," 12.4"," 8","  3.6"," 7","  5.8","999.9","  90.0","*","  73.4","*"," 0.00","I","999.9","000000"
"48894099999","2016-01-05","10.65","106.7166666","3.6","NHA BE, VM","  81.7"," 8","  73.7"," 8","1013.8"," 8","013.4"," 8"," 12.4"," 8","  2.2"," 7","  3.9","999.9","  88.2","*","  75.9"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-06","10.65","106.7166666","3.6","NHA BE, VM","  81.9"," 8","  73.1"," 8","1014.1"," 8","013.7"," 8"," 12.4"," 8","  2.2"," 8","  3.9","999.9","  88.5","*","  76.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-07","10.65","106.7166666","3.6","NHA BE, VM","  82.2"," 8","  72.6"," 8","1014.3"," 8","013.9"," 8"," 12.4"," 8","  3.6"," 7","  5.8","999.9","  90.3","*","  74.7"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-08","10.65","106.7166666","3.6","NHA BE, VM","  82.0"," 8","  72.4"," 8","1013.6"," 8","013.2"," 8"," 12.4"," 8","  3.9"," 7","  5.8","999.9","  89.4","*","  74.3"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-09","10.65","106.7166666","3.6","NHA BE, VM","  81.7"," 8","  71.6"," 8","1013.4"," 8","013.0"," 8"," 12.4"," 8","  2.7"," 8","  5.8","999.9","  88.2","*","  74.3"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-10","10.65","106.7166666","3.6","NHA BE, VM","  81.9"," 8","  71.6"," 8","1013.1"," 8","012.7"," 8"," 12.4"," 8","  2.7"," 8","  5.8","999.9","  90.0","*","  74.7","*"," 0.00","I","999.9","000000"
"48894099999","2016-01-11","10.65","106.7166666","3.6","NHA BE, VM","  81.7"," 8","  73.4"," 8","1013.1"," 8","012.7"," 8"," 12.4"," 8","  1.4"," 7","  3.9","999.9","  89.1","*","  73.2"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-12","10.65","106.7166666","3.6","NHA BE, VM","  81.2"," 8","  73.0"," 8","1012.3"," 8","011.9"," 8"," 12.4"," 8","  3.1"," 7","  5.8","999.9","  89.4","*","  74.3","*"," 0.00","I","999.9","000000"
"48894099999","2016-01-13","10.65","106.7166666","3.6","NHA BE, VM","  82.8"," 8","  72.2"," 8","1011.6"," 8","011.2"," 8"," 12.4"," 8","  2.2"," 7","  5.8","999.9","  92.3","*","  72.0"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-14","10.65","106.7166666","3.6","NHA BE, VM","  83.7"," 8","  72.6"," 8","1011.3"," 8","011.0"," 8"," 12.4"," 8","  3.9"," 8","  5.8","999.9","  93.6","*","  76.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-15","10.65","106.7166666","3.6","NHA BE, VM","  83.0"," 8","  74.6"," 8","1010.1"," 8","009.8"," 8"," 12.4"," 8","  3.3"," 7","  5.8","999.9","  91.4","*","  77.0"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-16","10.65","106.7166666","3.6","NHA BE, VM","  82.1"," 8","  75.4"," 8","1010.4"," 8","010.0"," 8"," 12.4"," 8","  3.1"," 7","  5.8","999.9","  89.4","*","  76.5"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-17","10.65","106.7166666","3.6","NHA BE, VM","  81.8"," 8","  75.2"," 8","1010.4"," 8","010.0"," 8"," 12.4"," 8","  1.5"," 8","  5.8","999.9","  88.7","*","  76.5"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-18","10.65","106.7166666","3.6","NHA BE, VM","  81.9"," 8","  75.1"," 8","1010.9"," 8","010.5"," 8"," 12.4"," 8","  3.3"," 7","  5.8","999.9","  87.8","*","  75.2"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-19","10.65","106.7166666","3.6","NHA BE, VM","  82.9"," 8","  73.9"," 8","1012.0"," 8","011.6"," 8"," 12.4"," 8","  3.9"," 8","  7.8","999.9","  90.0","*","  76.8","*"," 0.00","I","999.9","000000"
"48894099999","2016-01-20","10.65","106.7166666","3.6","NHA BE, VM","  83.6"," 8","  71.6"," 8","1012.9"," 8","012.5"," 8"," 12.4"," 8","  3.9"," 7","  5.8","999.9","  93.6","*","  75.2"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-21","10.65","106.7166666","3.6","NHA BE, VM","  83.4"," 7","  70.0"," 7","1012.7"," 7","012.3"," 7"," 12.4"," 7","  1.6"," 6","  3.9","999.9","  93.6","*","  75.4"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-22","10.65","106.7166666","3.6","NHA BE, VM","  83.1"," 8","  71.7"," 8","1013.5"," 8","013.1"," 8"," 12.4"," 8","  1.9"," 7","  5.8","999.9","  92.7","*","  74.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-23","10.65","106.7166666","3.6","NHA BE, VM","  83.0"," 8","  73.3"," 8","1013.8"," 8","013.4"," 8"," 12.4"," 8","  3.6"," 7","  7.8","999.9","  91.8","*","  75.6"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-24","10.65","106.7166666","3.6","NHA BE, VM","  82.2"," 8","  69.5"," 8","1015.3"," 8","014.9"," 8"," 12.4"," 8","  3.6"," 6","  5.8","999.9","  93.0"," ","  74.3","*"," 0.00","G","999.9","000000"
"48894099999","2016-01-25","10.65","106.7166666","3.6","NHA BE, VM","  78.9"," 8","  64.5"," 8","1015.5"," 8","015.1"," 8"," 12.4"," 8","  2.9"," 4","  3.9","999.9","  88.7"," ","  71.2"," "," 0.00","G","999.9","000000"
"48894099999","2016-01-26","10.65","106.7166666","3.6","NHA BE, VM","  80.3"," 8","  68.1"," 8","1014.4"," 8","014.0"," 8"," 12.4"," 8","  3.4"," 4","  3.9","999.9","  90.3"," ","  70.0"," "," 0.00","G","999.9","000000"
"48894099999","2016-01-27","10.65","106.7166666","3.6","NHA BE, VM","  82.8"," 8","  70.9"," 8","1013.3"," 8","012.9"," 8"," 12.4"," 8","  4.2"," 7","  7.8","999.9","  90.9","*","  75.9"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-28","10.65","106.7166666","3.6","NHA BE, VM","  82.6"," 8","  70.8"," 8","1012.6"," 8","012.2"," 7"," 12.4"," 8","  3.3"," 7","  7.8","999.9","  90.5","*","  75.9","*"," 0.00","I","999.9","000000"
"48894099999","2016-01-29","10.65","106.7166666","3.6","NHA BE, VM","  82.6"," 8","  73.9"," 8","1012.6"," 8","012.2"," 8"," 12.4"," 8","  3.2"," 8","  7.8","999.9","  91.2","*","  74.7"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-30","10.65","106.7166666","3.6","NHA BE, VM","  84.1"," 8","  71.3"," 8","1011.8"," 8","011.4"," 8"," 12.4"," 8","  2.9"," 4","  5.8","999.9","  91.8","*","  75.7"," "," 0.00","I","999.9","000000"
"48894099999","2016-01-31","10.65","106.7166666","3.6","NHA BE, VM","  83.7"," 8","  69.3"," 8","1011.5"," 8","011.1"," 8"," 12.4"," 8","  3.9"," 5","  9.7","999.9","  93.6","*","  74.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-01","10.65","106.7166666","3.6","NHA BE, VM","  83.5"," 8","  71.4"," 8","1011.5"," 8","011.1"," 8"," 12.4"," 8","  4.4"," 8","  7.8","999.9","  93.0","*","  75.0","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-02","10.65","106.7166666","3.6","NHA BE, VM","  82.4"," 8","  72.5"," 8","1011.6"," 8","011.2"," 8"," 12.4"," 8","  2.9"," 8","  7.8","999.9","  90.9","*","  72.9"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-03","10.65","106.7166666","3.6","NHA BE, VM","  82.4"," 8","  71.7"," 8","1011.7"," 8","011.3"," 8"," 12.4"," 8","  1.9"," 4","  3.9","999.9","  91.2","*","  74.7"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-04","10.65","106.7166666","3.6","NHA BE, VM","  82.6"," 8","  71.3"," 8","1011.3"," 8","010.9"," 8"," 12.4"," 8","  2.8"," 7","  3.9","999.9","  90.9","*","  73.8"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-05","10.65","106.7166666","3.6","NHA BE, VM","  81.9"," 8","  73.9"," 8","1010.7"," 8","010.3"," 8"," 12.4"," 8","  2.5"," 7","  5.8","999.9","  90.5","*","  76.5","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-06","10.65","106.7166666","3.6","NHA BE, VM","  79.2"," 8","  68.7"," 8","1012.6"," 8","012.2"," 8"," 12.4"," 8","  2.8"," 7","  5.8","999.9","  87.8","*","  71.1","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-07","10.65","106.7166666","3.6","NHA BE, VM","  76.4"," 8","  60.4"," 8","1014.6"," 8","014.2"," 8"," 12.4"," 8","  3.4"," 8","  5.8","999.9","  87.3","*","  67.8","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-08","10.65","106.7166666","3.6","NHA BE, VM","  75.9"," 8","  62.9"," 8","1013.8"," 8","013.4"," 8"," 12.4"," 8","  2.5"," 7","  3.9","999.9","  87.3","*","  64.4"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-09","10.65","106.7166666","3.6","NHA BE, VM","  78.1"," 8","  68.7"," 8","1012.9"," 8","012.5"," 8"," 12.4"," 8","  1.7"," 7","  3.9","999.9","  88.2","*","  66.2"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-10","10.65","106.7166666","3.6","NHA BE, VM","  80.5"," 8","  68.2"," 8","1012.3"," 8","011.9"," 8"," 12.4"," 8","  1.9"," 7","  5.8","999.9","  91.8","*","  69.8"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-11","10.65","106.7166666","3.6","NHA BE, VM","  81.1"," 8","  72.5"," 8","1012.2"," 8","011.8"," 8"," 12.4"," 8","  4.4"," 7","  5.8","999.9","  88.5","*","  71.6"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-12","10.65","106.7166666","3.6","NHA BE, VM","  81.7"," 8","  73.3"," 8","1012.0"," 8","011.6"," 8"," 12.4"," 8","  4.4"," 8","  7.8","999.9","  90.0","*","  75.9"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-13","10.65","106.7166666","3.6","NHA BE, VM","  82.9"," 7","  74.8"," 7","1011.9"," 7","011.5"," 7"," 12.4"," 7","  4.2"," 6","  9.7","999.9","  90.9","*","  77.4","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-14","10.65","106.7166666","3.6","NHA BE, VM","  82.3"," 7","  74.5"," 7","1012.9"," 7","012.5"," 7"," 12.4"," 7","  5.5"," 7","  9.7","999.9","  89.4","*","  76.8","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-15","10.65","106.7166666","3.6","NHA BE, VM","  83.0"," 7","  71.8"," 7","1013.9"," 7","013.5"," 7"," 12.4"," 7","  2.7"," 5","  5.8","999.9","  94.3"," ","  76.1"," "," 0.00","G","999.9","000000"
"48894099999","2016-02-16","10.65","106.7166666","3.6","NHA BE, VM","  81.7"," 8","  69.3"," 8","1014.8"," 8","014.4"," 8"," 12.4"," 8","  4.4"," 7","  7.8","999.9","  90.0","*","  74.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-17","10.65","106.7166666","3.6","NHA BE, VM","  81.3"," 8","  70.1"," 8","1014.5"," 8","014.1"," 8"," 12.4"," 8","  3.6"," 7","  5.8","999.9","  90.9","*","  72.5"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-18","10.65","106.7166666","3.6","NHA BE, VM","  83.1"," 5","  67.5"," 5","1014.1"," 5","013.7"," 5"," 12.4"," 5","  3.9"," 4","  7.8","999.9","  91.2","*","  72.3"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-19","10.65","106.7166666","3.6","NHA BE, VM","  81.4"," 8","  68.0"," 8","1014.2"," 8","013.8"," 8"," 12.4"," 8","  1.7"," 7","  3.9","999.9","  92.1","*","  72.0"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-20","10.65","106.7166666","3.6","NHA BE, VM","  80.8"," 8","  66.7"," 8","1014.7"," 8","014.2"," 8"," 12.4"," 8","  5.0"," 7","  7.8","999.9","  92.7","*","  71.4"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-21","10.65","106.7166666","3.6","NHA BE, VM","  80.6"," 8","  68.2"," 8","1014.9"," 8","014.5"," 8"," 12.4"," 8","  2.8"," 7","  5.8","999.9","  91.8","*","  70.2"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-22","10.65","106.7166666","3.6","NHA BE, VM","  81.3"," 8","  69.9"," 8","1015.4"," 8","015.0"," 8"," 12.4"," 8","  3.6"," 8","  5.8","999.9","  91.8","*","  72.3"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-23","10.65","106.7166666","3.6","NHA BE, VM","  81.1"," 8","  70.3"," 8","1014.0"," 8","013.7"," 8"," 12.4"," 8","  3.6"," 8","  5.8","999.9","  89.6","*","  73.8"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-24","10.65","106.7166666","3.6","NHA BE, VM","  83.0"," 8","  68.5"," 8","1014.5"," 8","014.1"," 8"," 12.4"," 8","  1.9"," 7","  3.9","999.9","  92.7","*","  74.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-25","10.65","106.7166666","3.6","NHA BE, VM","  81.1"," 8","  70.3"," 8","1015.8"," 8","015.4"," 8"," 12.4"," 8","  2.4"," 8","  5.8","999.9","  86.4","*","  73.4"," "," 0.00","I","999.9","000000"
"48894099999","2016-02-26","10.65","106.7166666","3.6","NHA BE, VM","  81.6"," 8","  70.9"," 8","1015.2"," 8","014.8"," 8"," 12.4"," 8","  2.2"," 8","  7.8","999.9","  89.4","*","  73.4"," "," 0.03","G","999.9","000000"
"48894099999","2016-02-27","10.65","106.7166666","3.6","NHA BE, VM","  83.1"," 8","  70.4"," 8","1014.8"," 8","014.4"," 8"," 12.4"," 8","  3.2"," 8","  7.8","999.9","  91.8","*","  72.7"," "," 0.00","G","999.9","000000"
"48894099999","2016-02-28","10.65","106.7166666","3.6","NHA BE, VM","  81.9"," 8","  71.4"," 8","1015.6"," 8","015.2"," 8"," 12.4"," 8","  1.7"," 7","  3.9","999.9","  90.5","*","  74.7","*"," 0.00","I","999.9","000000"
"48894099999","2016-02-29","10.65","106.7166666","3.6","NHA BE, VM","  81.2"," 8","  69.8"," 8","1015.1"," 8","014.7"," 8"," 12.4"," 8","  3.6"," 7","  5.8","999.9","  90.3","*","  72.9","*"," 0.00","I","999.9","000000"
"48894099999","2016-03-01","10.65","106.7166666","3.6","NHA BE, VM","  81.2"," 8","  69.1"," 8","1013.9"," 8","013.5"," 8"," 12.4"," 8","  1.6"," 6","  3.9","999.9","  91.2","*","  70.7"," "," 0.00","I","999.9","000000"
"48894099999","2016-03-02","10.65","106.7166666","3.6","NHA BE, VM","  81.4"," 8","  70.4"," 8","1014.4"," 8","014.0"," 8"," 12.4"," 8","  0.6"," 6","  3.9","999.9","  90.0","*","  72.1"," "," 0.00","I","999.9","000000"
"48894099999","2016-03-03","10.65","106.7166666","3.6","NHA BE, VM","  81.5"," 8","  70.2"," 8","1014.1"," 8","013.7"," 8"," 12.4"," 8","  3.1"," 7","  5.8","999.9","  89.4","*","  73.9"," "," 0.00","I","999.9","000000"
"48894099999","2016-03-04","10.65","106.7166666","3.6","NHA BE, VM","  82.1"," 8","  71.2"," 8","1012.6"," 8","012.2"," 8"," 12.4"," 8","  3.3"," 7","  5.8","999.9","  91.8","*","  72.5"," "," 0.00","I","999.9","000000"
"48894099999","2016-03-05","10.65","106.7166666","3.6","NHA BE, VM","  81.7"," 8","  71.7"," 8","1012.3"," 8","011.9"," 8"," 12.4"," 8","  2.9"," 6","  7.8","999.9","  91.8","*","  73.9"," "," 0.00","I","999.9","000000"
"48894099999","2016-03-06","10.65","106.7166666","3.6","NHA BE, VM","  81.8"," 8","  71.1"," 8","1012.4"," 8","012.0"," 8"," 12.4"," 8","  3.6"," 8","  5.8","999.9","  91.2","*","  74.3"," "," 0.00","I","999.9","000000"
"48894099999","2016-03-07","10.65","106.7166666","3.6","NHA BE, VM","  81.6"," 8","  72.0"," 8","1012.0"," 8","011.6"," 8"," 12.4"," 8","  3.9"," 8","  5.8","999.9","  90.9","*","  75.9"," "," 0.00","I","999.9","000000"
